date,state,protest
10/2/2020,TX,3
10/2/2020,WI,2
10/3/2020,AK,2
10/3/2020,AZ,2
10/3/2020,CA,13
10/3/2020,CO,2
10/3/2020,CT,1
10/3/2020,DC,3
10/3/2020,DE,1
10/3/2020,FL,9
10/3/2020,GA,3
10/3/2020,IA,2
10/3/2020,ID,1
10/3/2020,IL,7
10/3/2020,IN,1
10/3/2020,KS,3
10/3/2020,KY,2
10/3/2020,LA,3
10/3/2020,MA,1
10/3/2020,MD,3
10/3/2020,ME,2
10/3/2020,MI,2
10/3/2020,MO,3
10/3/2020,MS,1
10/3/2020,MT,1
10/3/2020,NC,3
10/3/2020,ND,1
10/3/2020,NM,2
10/3/2020,NV,1
10/3/2020,NY,9
10/3/2020,OH,4
10/3/2020,OK,2
10/3/2020,OR,5
10/3/2020,PA,4
10/3/2020,SC,1
10/3/2020,TN,3
10/3/2020,TX,8
10/3/2020,VA,7
10/3/2020,WA,1
10/3/2020,WI,4
10/3/2020,WV,1
10/4/2020,AL,2
10/4/2020,CA,8
10/4/2020,DC,1
10/4/2020,FL,1
10/4/2020,GA,2
10/4/2020,ID,1
10/4/2020,IL,2
10/4/2020,KS,3
10/4/2020,MD,2
10/4/2020,MI,1
10/4/2020,MN,1
10/4/2020,MO,1
10/4/2020,MS,1
10/4/2020,NE,1
10/4/2020,NY,4
10/4/2020,OH,1
10/4/2020,OR,6
10/4/2020,PA,3
10/4/2020,RI,1
10/4/2020,SC,1
10/4/2020,TX,2
10/4/2020,VA,3
10/4/2020,VT,1
10/4/2020,WI,2
10/5/2020,AK,1
10/5/2020,AL,1
10/5/2020,AZ,1
10/5/2020,CA,5
10/5/2020,DC,1
10/5/2020,FL,1
10/5/2020,IA,1
10/5/2020,IL,2
10/5/2020,IN,1
10/5/2020,KS,1
10/5/2020,MA,2
10/5/2020,MD,2
10/5/2020,ME,1
10/5/2020,MI,1
10/5/2020,MO,1
10/5/2020,NC,1
10/5/2020,NH,1
10/5/2020,NY,1
10/5/2020,OH,1
10/5/2020,OK,3
10/5/2020,OR,5
10/5/2020,PA,2
10/5/2020,SC,1
10/5/2020,TX,3
10/5/2020,WV,1
10/6/2020,AK,1
10/6/2020,CA,4
10/6/2020,CO,2
10/6/2020,DE,1
10/6/2020,FL,3
10/6/2020,GA,1
10/6/2020,IL,1
10/6/2020,KS,2
10/6/2020,KY,1
10/6/2020,LA,1
10/6/2020,MD,1
10/6/2020,MI,1
10/6/2020,MN,1
10/6/2020,MO,1
10/6/2020,NC,2
10/6/2020,NH,1
10/6/2020,NV,1
10/6/2020,NY,4
10/6/2020,OR,1
10/6/2020,PA,2
10/6/2020,SC,2
10/6/2020,TN,1
10/6/2020,TX,2
10/6/2020,WA,2
10/7/2020,AR,1
10/7/2020,CA,6
10/7/2020,CO,1
10/7/2020,FL,3
10/7/2020,GA,2
10/7/2020,ID,1
10/7/2020,IL,3
10/7/2020,KY,2
10/7/2020,LA,1
10/7/2020,MA,1
10/7/2020,MD,1
10/7/2020,MI,1
10/7/2020,MN,2
10/7/2020,MO,1
10/7/2020,MS,1
10/7/2020,MT,1
10/7/2020,NY,2
10/7/2020,OH,2
10/7/2020,OR,1
10/7/2020,TX,1
10/7/2020,UT,2
10/7/2020,VA,1
10/7/2020,WV,1
10/8/2020,AZ,1
10/8/2020,CA,5
10/8/2020,CO,1
10/8/2020,DC,1
10/8/2020,ID,1
10/8/2020,MI,2
10/8/2020,MN,2
10/8/2020,MO,3
10/8/2020,MS,1
10/8/2020,NY,3
10/8/2020,OR,1
10/8/2020,PA,3
10/8/2020,SC,1
10/8/2020,VA,1
10/8/2020,VT,1
10/8/2020,WA,1
10/8/2020,WI,1
10/8/2020,WV,3
10/9/2020,AL,1
10/9/2020,CA,2
10/9/2020,CT,1
10/9/2020,DC,1
10/9/2020,FL,2
10/9/2020,GA,4
10/9/2020,IA,2
10/9/2020,ID,1
10/9/2020,IL,3
10/9/2020,KY,1
10/9/2020,MA,2
10/9/2020,MI,2
10/9/2020,MN,3
10/9/2020,MO,2
10/9/2020,NC,2
10/9/2020,NM,1
10/9/2020,NV,1
10/9/2020,NY,1
10/9/2020,OR,5
10/9/2020,PA,3
10/9/2020,RI,1
10/9/2020,SC,1
10/9/2020,UT,1
10/9/2020,WA,2
10/9/2020,WI,2
10/10/2020,AR,1
10/10/2020,AZ,1
10/10/2020,CA,22
10/10/2020,CO,1
10/10/2020,CT,1
10/10/2020,DC,1
10/10/2020,FL,4
10/10/2020,GA,5
10/10/2020,IA,1
10/10/2020,ID,1
10/10/2020,IL,3
10/10/2020,IN,2
10/10/2020,KS,1
10/10/2020,KY,1
10/10/2020,LA,1
10/10/2020,MA,3
10/10/2020,MD,2
10/10/2020,ME,2
10/10/2020,MI,1
10/10/2020,MN,2
10/10/2020,MO,1
10/10/2020,NC,2
10/10/2020,ND,1
10/10/2020,NH,1
10/10/2020,NJ,1
10/10/2020,NM,2
10/10/2020,NV,1
10/10/2020,NY,5
10/10/2020,OH,11
10/10/2020,OK,2
10/10/2020,OR,5
10/10/2020,PA,4
10/10/2020,SC,3
10/10/2020,TN,1
10/10/2020,TX,3
10/10/2020,UT,1
10/10/2020,VA,2
10/10/2020,WA,3
10/10/2020,WI,3
10/10/2020,WV,1
10/11/2020,AZ,1
10/11/2020,CA,6
10/11/2020,CO,1
10/11/2020,DC,2
10/11/2020,FL,3
10/11/2020,GA,2
10/11/2020,ID,1
10/11/2020,IL,2
10/11/2020,KY,1
10/11/2020,LA,1
10/11/2020,MA,4
10/11/2020,MI,3
10/11/2020,MN,2
10/11/2020,MO,2
10/11/2020,ND,1
10/11/2020,NM,2
10/11/2020,NV,1
10/11/2020,NY,3
10/11/2020,OH,3
10/11/2020,OK,1
10/11/2020,OR,2
10/11/2020,PA,3
10/11/2020,TN,2
10/11/2020,TX,3
10/11/2020,UT,2
10/11/2020,WI,2
10/12/2020,AL,1
10/12/2020,AZ,2
10/12/2020,CA,8
10/12/2020,CO,1
10/12/2020,CT,1
10/12/2020,DC,1
10/12/2020,FL,2
10/12/2020,IL,5
10/12/2020,KY,1
10/12/2020,LA,1
10/12/2020,MA,3
10/12/2020,MD,1
10/12/2020,MI,1
10/12/2020,MO,1
10/12/2020,MS,2
10/12/2020,NM,3
10/12/2020,NY,2
10/12/2020,OH,1
10/12/2020,OR,1
10/12/2020,PA,3
10/12/2020,RI,1
10/12/2020,SD,1
10/12/2020,TX,1
10/12/2020,WI,1
10/12/2020,WV,1
10/12/2020,WY,1
10/13/2020,AL,1
10/13/2020,CA,10
10/13/2020,CO,1
10/13/2020,CT,1
10/13/2020,DC,1
10/13/2020,FL,2
10/13/2020,HI,1
10/13/2020,IA,1
10/13/2020,ID,1
10/13/2020,KY,1
10/13/2020,MD,1
10/13/2020,ME,1
10/13/2020,MI,1
10/13/2020,NC,1
10/13/2020,NH,1
10/13/2020,NY,4
10/13/2020,OH,3
10/13/2020,OR,2
10/13/2020,TN,4
10/13/2020,TX,1
10/13/2020,UT,1
10/13/2020,VA,1
10/13/2020,WI,1
10/14/2020,AL,2
10/14/2020,CA,2
10/14/2020,CO,1
10/14/2020,DC,2
10/14/2020,FL,2
10/14/2020,IA,1
10/14/2020,IL,1
10/14/2020,KS,1
10/14/2020,KY,1
10/14/2020,MA,1
10/14/2020,MD,2
10/14/2020,MI,2
10/14/2020,MN,2
10/14/2020,NJ,1
10/14/2020,NY,3
10/14/2020,OH,1
10/14/2020,OR,1
10/14/2020,PA,1
10/14/2020,TN,1
10/14/2020,TX,1
10/14/2020,VA,2
10/14/2020,VT,1
10/14/2020,WI,1
10/15/2020,CA,4
10/15/2020,CO,1
10/15/2020,CT,1
10/15/2020,DC,2
10/15/2020,FL,3
10/15/2020,HI,2
10/15/2020,IA,2
10/15/2020,MA,2
10/15/2020,MD,1
10/15/2020,MO,1
10/15/2020,NC,2
10/15/2020,NY,2
10/15/2020,OH,2
10/15/2020,OR,1
10/15/2020,PA,2
10/15/2020,RI,1
10/15/2020,VA,3
10/15/2020,WA,1
10/15/2020,WI,2
10/15/2020,WY,1
10/16/2020,AL,1
10/16/2020,CA,8
10/16/2020,CO,1
10/16/2020,FL,2
10/16/2020,GA,3
10/16/2020,IN,1
10/16/2020,KS,1
10/16/2020,KY,1
10/16/2020,LA,1
10/16/2020,MI,2
10/16/2020,MO,2
10/16/2020,MS,1
10/16/2020,NY,3
10/16/2020,OH,2
10/16/2020,OR,3
10/16/2020,PA,1
10/16/2020,TX,1
10/16/2020,VA,2
10/16/2020,WA,1
10/16/2020,WI,3
10/17/2020,AK,4
10/17/2020,AL,4
10/17/2020,AR,1
10/17/2020,AZ,4
10/17/2020,CA,20
10/17/2020,CO,2
10/17/2020,CT,1
10/17/2020,DC,3
10/17/2020,DE,1
10/17/2020,FL,17
10/17/2020,GA,4
10/17/2020,HI,1
10/17/2020,IA,3
10/17/2020,ID,2
10/17/2020,IL,13
10/17/2020,IN,4
10/17/2020,KS,1
10/17/2020,KY,2
10/17/2020,LA,1
10/17/2020,MA,1
10/17/2020,MD,4
10/17/2020,ME,2
10/17/2020,MI,11
10/17/2020,MN,1
10/17/2020,MO,4
10/17/2020,MS,1
10/17/2020,MT,2
10/17/2020,NC,4
10/17/2020,NE,1
10/17/2020,NJ,1
10/17/2020,NM,2
10/17/2020,NY,6
10/17/2020,OH,5
10/17/2020,OR,6
10/17/2020,PA,7
10/17/2020,SC,2
10/17/2020,SD,1
10/17/2020,TN,6
10/17/2020,TX,5
10/17/2020,UT,1
10/17/2020,VA,3
10/17/2020,VT,1
10/17/2020,WA,7
10/17/2020,WI,4
10/17/2020,WV,2
10/18/2020,AL,1
10/18/2020,CA,8
10/18/2020,DC,1
10/18/2020,FL,8
10/18/2020,IA,1
10/18/2020,IL,1
10/18/2020,IN,1
10/18/2020,LA,1
10/18/2020,MA,4
10/18/2020,MD,2
10/18/2020,MI,1
10/18/2020,NC,2
10/18/2020,NH,1
10/18/2020,NY,7
10/18/2020,OH,2
10/18/2020,OR,3
10/18/2020,PA,4
10/18/2020,RI,1
10/18/2020,SC,1
10/18/2020,TN,1
10/18/2020,TX,1
10/18/2020,UT,1
10/18/2020,VA,1
10/19/2020,AL,1
10/19/2020,AR,1
10/19/2020,AZ,2
10/19/2020,CA,6
10/19/2020,DC,1
10/19/2020,GA,1
10/19/2020,IL,3
10/19/2020,IN,1
10/19/2020,KS,1
10/19/2020,MA,2
10/19/2020,ME,1
10/19/2020,MN,1
10/19/2020,NH,1
10/19/2020,NJ,1
10/19/2020,NY,3
10/19/2020,OH,2
10/19/2020,OR,2
10/19/2020,PA,2
10/19/2020,RI,1
10/19/2020,WI,3
10/20/2020,CA,3
10/20/2020,CT,1
10/20/2020,FL,2
10/20/2020,GA,1
10/20/2020,IA,1
10/20/2020,IL,1
10/20/2020,LA,1
10/20/2020,MD,1
10/20/2020,MN,1
10/20/2020,MS,1
10/20/2020,MT,1
10/20/2020,NC,2
10/20/2020,NY,1
10/20/2020,OR,2
10/20/2020,PA,2
10/20/2020,TX,2
10/20/2020,VA,2
10/20/2020,WA,1
10/20/2020,WI,2
10/20/2020,WV,1
10/21/2020,AL,1
10/21/2020,AR,1
10/21/2020,AZ,1
10/21/2020,CA,2
10/21/2020,CT,3
10/21/2020,DC,1
10/21/2020,FL,4
10/21/2020,GA,2
10/21/2020,KS,2
10/21/2020,KY,1
10/21/2020,LA,3
10/21/2020,MA,1
10/21/2020,MD,2
10/21/2020,MI,2
10/21/2020,NC,3
10/21/2020,NV,1
10/21/2020,NY,8
10/21/2020,OR,1
10/21/2020,PA,4
10/21/2020,RI,2
10/21/2020,SC,1
10/21/2020,TN,2
10/21/2020,TX,2
10/21/2020,UT,1
10/21/2020,WA,1
10/21/2020,WI,1
10/22/2020,AL,1
10/22/2020,CA,6
10/22/2020,CO,1
10/22/2020,DC,3
10/22/2020,FL,2
10/22/2020,IL,2
10/22/2020,KY,3
10/22/2020,MA,1
10/22/2020,MD,1
10/22/2020,ME,1
10/22/2020,MI,1
10/22/2020,MO,1
10/22/2020,MT,1
10/22/2020,NJ,1
10/22/2020,NY,9
10/22/2020,OH,1
10/22/2020,OK,1
10/22/2020,OR,1
10/22/2020,PA,4
10/22/2020,TN,2
10/22/2020,TX,4
10/22/2020,UT,1
10/22/2020,VA,1
10/23/2020,CA,6
10/23/2020,CT,1
10/23/2020,DC,2
10/23/2020,FL,3
10/23/2020,IL,3
10/23/2020,KS,2
10/23/2020,KY,1
10/23/2020,MO,1
10/23/2020,NC,1
10/23/2020,NV,1
10/23/2020,NY,3
10/23/2020,OH,1
10/23/2020,OR,4
10/23/2020,PA,2
10/23/2020,RI,1
10/23/2020,TN,1
10/23/2020,VT,1
10/23/2020,WA,1
10/23/2020,WI,1
10/24/2020,AL,2
10/24/2020,AZ,4
10/24/2020,CA,12
10/24/2020,CO,2
10/24/2020,CT,1
10/24/2020,DC,1
10/24/2020,FL,17
10/24/2020,GA,2
10/24/2020,HI,1
10/24/2020,ID,2
10/24/2020,IL,4
10/24/2020,KS,2
10/24/2020,KY,3
10/24/2020,MA,5
10/24/2020,MD,3
10/24/2020,ME,1
10/24/2020,MI,7
10/24/2020,MS,3
10/24/2020,NC,2
10/24/2020,NE,1
10/24/2020,NJ,3
10/24/2020,NM,1
10/24/2020,NV,2
10/24/2020,NY,9
10/24/2020,OH,1
10/24/2020,OK,1
10/24/2020,OR,2
10/24/2020,PA,15
10/24/2020,SC,2
10/24/2020,TN,5
10/24/2020,TX,12
10/24/2020,UT,2
10/24/2020,VA,3
10/24/2020,WA,5
10/24/2020,WI,3
10/24/2020,WV,3
10/25/2020,AL,4
10/25/2020,AR,1
10/25/2020,AZ,2
10/25/2020,CA,8
10/25/2020,CO,1
10/25/2020,CT,2
10/25/2020,DC,1
10/25/2020,FL,5
10/25/2020,GA,4
10/25/2020,IL,2
10/25/2020,MA,5
10/25/2020,MD,1
10/25/2020,ME,1
10/25/2020,MI,2
10/25/2020,MN,2
10/25/2020,MS,1
10/25/2020,NC,2
10/25/2020,NE,1
10/25/2020,NJ,1
10/25/2020,NM,1
10/25/2020,NY,12
10/25/2020,OH,1
10/25/2020,OR,1
10/25/2020,PA,3
10/25/2020,RI,1
10/25/2020,SC,1
10/25/2020,TN,3
10/25/2020,TX,2
10/25/2020,UT,1
10/25/2020,VA,2
10/25/2020,WA,1
10/25/2020,WI,1
10/26/2020,AL,1
10/26/2020,CA,3
10/26/2020,CT,1
10/26/2020,DC,2
10/26/2020,GA,1
10/26/2020,ID,1
10/26/2020,IL,2
10/26/2020,KY,1
10/26/2020,MD,2
10/26/2020,MI,1
10/26/2020,MN,2
10/26/2020,NC,3
10/26/2020,NY,4
10/26/2020,OH,1
10/26/2020,OR,1
10/26/2020,PA,2
10/26/2020,TX,1
10/26/2020,WA,1
10/26/2020,WI,1
10/26/2020,WV,1
10/27/2020,CA,4
10/27/2020,FL,5
10/27/2020,IA,1
10/27/2020,IL,2
10/27/2020,KY,1
10/27/2020,LA,1
10/27/2020,MD,1
10/27/2020,ME,1
10/27/2020,MI,1
10/27/2020,MO,1
10/27/2020,MS,1
10/27/2020,MT,1
10/27/2020,NE,1
10/27/2020,NY,7
10/27/2020,OR,2
10/27/2020,PA,1
10/27/2020,SC,1
10/27/2020,TX,1
10/27/2020,VA,1
10/27/2020,VT,1
10/27/2020,WA,4
10/27/2020,WI,1
10/27/2020,WV,1
10/28/2020,AL,2
10/28/2020,CA,3
10/28/2020,DC,1
10/28/2020,FL,1
10/28/2020,IA,1
10/28/2020,IL,4
10/28/2020,IN,1
10/28/2020,LA,1
10/28/2020,MD,1
10/28/2020,MI,1
10/28/2020,NE,1
10/28/2020,NY,2
10/28/2020,OR,1
10/28/2020,PA,2
10/28/2020,SC,1
10/28/2020,VA,2
10/29/2020,AR,1
10/29/2020,CA,7
10/29/2020,CO,1
10/29/2020,DC,1
10/29/2020,IL,1
10/29/2020,IN,1
10/29/2020,KY,1
10/29/2020,MA,2
10/29/2020,MI,1
10/29/2020,MO,1
10/29/2020,MT,1
10/29/2020,NY,1
10/29/2020,OH,1
10/29/2020,OR,2
10/29/2020,PA,1
10/29/2020,TN,1
10/29/2020,TX,4
10/29/2020,UT,2
10/29/2020,VA,1
10/29/2020,WA,2
10/29/2020,WI,1
10/30/2020,AL,1
10/30/2020,AZ,1
10/30/2020,CA,2
10/30/2020,CO,1
10/30/2020,DC,2
10/30/2020,FL,3
10/30/2020,GA,2
10/30/2020,IL,3
10/30/2020,IN,1
10/30/2020,KS,1
10/30/2020,MO,2
10/30/2020,NC,2
10/30/2020,NY,1
10/30/2020,OR,1
10/30/2020,PA,4
10/30/2020,TN,2
10/30/2020,TX,6
10/30/2020,VA,1
10/30/2020,WA,1
10/31/2020,AK,1
10/31/2020,AR,1
10/31/2020,CA,9
10/31/2020,CO,1
10/31/2020,DC,1
10/31/2020,FL,3
10/31/2020,GA,1
10/31/2020,HI,1
10/31/2020,ID,1
10/31/2020,IL,3
10/31/2020,IN,2
10/31/2020,MA,2
10/31/2020,ME,1
10/31/2020,MN,1
10/31/2020,MO,1
10/31/2020,NC,2
10/31/2020,NM,2
10/31/2020,NY,3
10/31/2020,OH,3
10/31/2020,OK,1
10/31/2020,OR,1
10/31/2020,PA,4
10/31/2020,TN,1
10/31/2020,TX,2
10/31/2020,VA,1
10/31/2020,WA,1
10/31/2020,WV,3
11/1/2020,AK,2
11/1/2020,AL,1
11/1/2020,AZ,2
11/1/2020,CA,23
11/1/2020,CT,3
11/1/2020,DC,1
11/1/2020,FL,5
11/1/2020,GA,2
11/1/2020,IL,2
11/1/2020,IN,2
11/1/2020,KS,1
11/1/2020,KY,4
11/1/2020,MA,1
11/1/2020,MD,2
11/1/2020,MO,3
11/1/2020,MS,1
11/1/2020,MT,1
11/1/2020,NC,2
11/1/2020,NE,1
11/1/2020,NJ,3
11/1/2020,NM,2
11/1/2020,NY,12
11/1/2020,OH,2
11/1/2020,OR,3
11/1/2020,PA,9
11/1/2020,RI,1
11/1/2020,TX,8
11/1/2020,VA,4
11/1/2020,WA,4
11/1/2020,WI,2
11/1/2020,WV,1
11/2/2020,AZ,1
11/2/2020,CA,6
11/2/2020,FL,3
11/2/2020,GA,1
11/2/2020,HI,1
11/2/2020,ID,1
11/2/2020,IL,4
11/2/2020,KS,1
11/2/2020,MN,2
11/2/2020,MS,1
11/2/2020,ND,1
11/2/2020,NM,1
11/2/2020,NY,1
11/2/2020,OH,1
11/2/2020,TN,2
11/2/2020,TX,3
11/2/2020,UT,6
11/2/2020,VA,1
11/2/2020,WA,2
11/2/2020,WI,1
11/3/2020,AK,2
11/3/2020,CA,8
11/3/2020,DC,2
11/3/2020,FL,2
11/3/2020,IA,1
11/3/2020,IN,1
11/3/2020,KS,1
11/3/2020,MA,2
11/3/2020,MI,2
11/3/2020,MN,1
11/3/2020,NC,1
11/3/2020,ND,1
11/3/2020,NE,1
11/3/2020,NM,3
11/3/2020,NY,3
11/3/2020,OR,4
11/3/2020,PA,2
11/3/2020,SC,1
11/3/2020,SD,1
11/3/2020,TN,1
11/3/2020,UT,1
11/3/2020,VA,1
11/3/2020,WI,1
11/4/2020,AZ,1
11/4/2020,CA,23
11/4/2020,CO,1
11/4/2020,CT,2
11/4/2020,DC,2
11/4/2020,FL,5
11/4/2020,GA,1
11/4/2020,IL,3
11/4/2020,IN,1
11/4/2020,LA,1
11/4/2020,MA,12
11/4/2020,MD,3
11/4/2020,MI,7
11/4/2020,MN,2
11/4/2020,MO,3
11/4/2020,NC,5
11/4/2020,NH,1
11/4/2020,NJ,4
11/4/2020,NV,1
11/4/2020,NY,8
11/4/2020,OH,2
11/4/2020,OR,3
11/4/2020,PA,15
11/4/2020,TN,3
11/4/2020,TX,3
11/4/2020,VA,1
11/4/2020,VT,9
11/4/2020,WA,1
11/4/2020,WI,4
11/5/2020,AZ,1
11/5/2020,CA,2
11/5/2020,DC,2
11/5/2020,FL,5
11/5/2020,GA,1
11/5/2020,HI,1
11/5/2020,IL,1
11/5/2020,KY,1
11/5/2020,MA,3
11/5/2020,MI,1
11/5/2020,MN,1
11/5/2020,NC,2
11/5/2020,NV,2
11/5/2020,NY,2
11/5/2020,OK,2
11/5/2020,OR,1
11/5/2020,PA,5
11/5/2020,VA,1
11/5/2020,WA,1
11/5/2020,WI,1
11/5/2020,WV,1
11/6/2020,AL,1
11/6/2020,AZ,1
11/6/2020,CA,4
11/6/2020,CO,1
11/6/2020,DC,1
11/6/2020,DE,1
11/6/2020,FL,5
11/6/2020,GA,1
11/6/2020,IN,1
11/6/2020,KS,1
11/6/2020,MA,1
11/6/2020,MI,1
11/6/2020,NC,1
11/6/2020,NJ,1
11/6/2020,NV,1
11/6/2020,NY,2
11/6/2020,OH,1
11/6/2020,OK,1
11/6/2020,OR,2
11/6/2020,PA,7
11/6/2020,RI,3
11/6/2020,TX,2
11/6/2020,WA,2
11/6/2020,WI,1
11/7/2020,AL,1
11/7/2020,AR,2
11/7/2020,AZ,1
11/7/2020,CA,15
11/7/2020,CO,3
11/7/2020,CT,1
11/7/2020,DC,2
11/7/2020,DE,1
11/7/2020,FL,11
11/7/2020,GA,4
11/7/2020,HI,2
11/7/2020,IA,2
11/7/2020,ID,1
11/7/2020,IL,3
11/7/2020,IN,2
11/7/2020,KS,4
11/7/2020,KY,2
11/7/2020,LA,3
11/7/2020,MA,3
11/7/2020,MD,3
11/7/2020,ME,1
11/7/2020,MI,3
11/7/2020,MN,2
11/7/2020,MO,5
11/7/2020,MS,1
11/7/2020,MT,2
11/7/2020,NC,5
11/7/2020,NE,1
11/7/2020,NH,2
11/7/2020,NJ,3
11/7/2020,NM,2
11/7/2020,NV,3
11/7/2020,NY,7
11/7/2020,OH,3
11/7/2020,OK,1
11/7/2020,OR,5
11/7/2020,PA,11
11/7/2020,RI,3
11/7/2020,SC,1
11/7/2020,TN,1
11/7/2020,TX,7
11/7/2020,UT,1
11/7/2020,VA,3
11/7/2020,VT,1
11/7/2020,WA,2
11/7/2020,WI,3
11/7/2020,WY,1
11/8/2020,AL,1
11/8/2020,AZ,1
11/8/2020,CA,6
11/8/2020,DC,1
11/8/2020,FL,4
11/8/2020,GA,2
11/8/2020,IA,1
11/8/2020,IL,2
11/8/2020,KS,1
11/8/2020,LA,2
11/8/2020,MA,1
11/8/2020,MD,1
11/8/2020,MI,3
11/8/2020,MN,2
11/8/2020,MO,3
11/8/2020,MS,1
11/8/2020,NC,1
11/8/2020,NJ,1
11/8/2020,NM,1
11/8/2020,NV,1
11/8/2020,NY,4
11/8/2020,OH,2
11/8/2020,OR,1
11/8/2020,PA,5
11/8/2020,SC,1
11/8/2020,TX,7
11/8/2020,VA,2
11/8/2020,WA,1
11/9/2020,ID,1
11/9/2020,IL,2
11/9/2020,KS,1
11/9/2020,MA,2
11/9/2020,MI,1
11/9/2020,NJ,2
11/9/2020,NY,2
11/9/2020,OK,1
11/9/2020,OR,1
11/9/2020,PA,2
11/9/2020,UT,1
11/9/2020,WA,2
11/9/2020,WI,2
11/10/2020,AL,1
11/10/2020,CA,3
11/10/2020,DC,1
11/10/2020,FL,2
11/10/2020,IL,1
11/10/2020,IN,1
11/10/2020,KS,1
11/10/2020,MA,1
11/10/2020,NC,3
11/10/2020,NY,1
11/10/2020,OR,1
11/10/2020,PA,1
11/10/2020,TN,3
11/10/2020,TX,2
11/11/2020,AL,1
11/11/2020,CA,3
11/11/2020,DC,1
11/11/2020,DE,1
11/11/2020,GA,1
11/11/2020,HI,1
11/11/2020,ID,1
11/11/2020,IN,1
11/11/2020,LA,1
11/11/2020,MA,1
11/11/2020,ME,1
11/11/2020,MI,2
11/11/2020,NJ,2
11/11/2020,NV,2
11/11/2020,OH,1
11/11/2020,OR,1
11/11/2020,PA,2
11/11/2020,SC,1
11/11/2020,UT,1
11/11/2020,WA,1
11/11/2020,WI,1
11/11/2020,WV,1
11/12/2020,CA,2
11/12/2020,CO,1
11/12/2020,DE,1
11/12/2020,IL,1
11/12/2020,KS,1
11/12/2020,KY,1
11/12/2020,MA,1
11/12/2020,MN,1
11/12/2020,NY,7
11/12/2020,OR,1
11/12/2020,RI,1
11/12/2020,UT,1
11/12/2020,VA,2
11/13/2020,AL,2
11/13/2020,AR,1
11/13/2020,DC,2
11/13/2020,FL,1
11/13/2020,IL,2
11/13/2020,MI,1
11/13/2020,NY,2
11/13/2020,OR,1
11/13/2020,PA,1
11/13/2020,WA,1
11/14/2020,AR,1
11/14/2020,AZ,1
11/14/2020,CA,8
11/14/2020,CT,1
11/14/2020,DC,2
11/14/2020,FL,4
11/14/2020,GA,5
11/14/2020,IA,1
11/14/2020,IL,7
11/14/2020,IN,1
11/14/2020,KY,1
11/14/2020,MA,4
11/14/2020,MI,3
11/14/2020,MN,2
11/14/2020,MO,3
11/14/2020,MT,1
11/14/2020,NC,1
11/14/2020,NE,2
11/14/2020,NM,1
11/14/2020,NV,1
11/14/2020,NY,4
11/14/2020,OH,1
11/14/2020,OR,2
11/14/2020,PA,3
11/14/2020,RI,1
11/14/2020,TN,2
11/14/2020,TX,2
11/14/2020,WI,1
11/14/2020,WY,1
